Subject,openingHoursSpecification,má-kontakt,hasEnd,hasEmail,má-vstupné,hasBeginning,Description (cs),Description (en),rest,má-vykonavatele-majetkových-práv-autorských-u-autorského-díla,inXSDDateTimeStamp,hasURL,druh (cs),druh (en),má-přílohu,downloadUrl,databáze-chráněná-zvláštními-právy-pořizovatele-databáze,legalName (cs),notation,má-podmínky-užití,geometry,first,originální-databáze,licence-autorského-díla,coordinates,encodingFormat,obsahuje-více-autorských-děl,Type,má-časový-interval,Title (cs),Title (en),superEvent,obsahuje-osobní-údaje,type,obsahuje-autorské-dílo
https://www.gotobrno.cz/akce/brno-nostalgicke-obraz-mesta-v-promenach-staleti/,97,,,,,,"""Veduta je obraz určitého, jedinečného místa v&nbsp;konkrétní době, viděného ze zřetelně vymezeného bodu.“Topografický obrazový materiál se vždy těšil prvořadému zájmu vlastivědných (regionálních) muzeí, Muzeum města Brna tedy nevyjímaje. Veduty města, jeho jednotlivých partií nebo staveb, poskytují nejen více či méně přesnou informaci o&nbsp;dřívějším vzhledu Brna, ale též o&nbsp;významných událostech v&nbsp;jeho dějinách. Byly a&nbsp;jsou i&nbsp;dnes častou součástí historických expozic, kde se uplatňuje zejména jejich popisná složka.Historická topografická malba a&nbsp;kresba těžila především ze svého dokumentárního, výpovědního, informačního a&nbsp;ilustračního poslání. Nelze však přehlédnout, že se jako umělecké dílo stala záhy výtvarným projevem sui generis (svého druhu) s&nbsp;vlastními specifickými vlastnostmi a&nbsp;obrazotvornými i&nbsp;kompozičními zákonitostmi. Topografická malba či kresba, svázaná s&nbsp;uměleckými vývojovými proudy, nezanikla ani s&nbsp;vynálezem fotografie. Žila (a&nbsp;nadále, byť „na okraji“, žije) dál v&nbsp;krajinářské tvorbě, k&nbsp;níž svým způsobem patří.Stěžejními exponáty výstavy jsou výtvarná díla vybraná z&nbsp;početné kolekce brněnských vedut Franze Richtera. Richterovu souboru předchází ukázka několika grafických listů, v&nbsp;podobě panoramatických pohledů na Brno, zobrazujících město zasazené v&nbsp;bohatě členěné, široce rozevřené krajině, ze 17.&nbsp;a&nbsp;18.&nbsp;století od Jorise Hoefnagela, Martina Engelberchta a&nbsp;Johanna Matthiase Steidlina; včetně nejstaršího doposud známého vyobrazení moravské metropole z&nbsp;roku 1593 od Jana Willenberga.Samotné Richterovy kresby a&nbsp;litografie jsou příkladem, jak si tehdy mnozí umělci, v&nbsp;případě Franze Richtera umělce-autodidakta, pozorně všímali nejen samotných budov i&nbsp;zákoutí města a&nbsp;zároveň dovedli navodit atmosféru prostředí – oživit ji figurální stafáží. Důležitým aspektem Richterovy tvorby bylo rovněž zachycení historických událostí v&nbsp;dějinách města (slavnostní odhalení Památníku míru – obelisku v&nbsp;Denisových sadech v&nbsp;roce 1818, příjezd prvního vlaku z&nbsp;Vídně do Brna v&nbsp;roce 1839).„Procházku“ proměnami města doprovází díla Richterových souputníků (František Xaver Rektořík a&nbsp;Antonio Sachetti) i&nbsp;následovníků, jejichž jména dnes upadla v&nbsp;zapomnění (Carl Weiss, Samuel Brunner, Antonín Mayssl, Josef Ledeli aj.) nebo jsou spojena s&nbsp;brněnskou meziválečnou i&nbsp;poválečnou uměleckou scénou (Jaroslav Král, Antonín a&nbsp;Linka Procházkovi, Karel Jílek, Eduard Milén, František Foltýn, Robert Hliněnský, Bohumír Matal, Vladimíra Sedláková aj.). Díla uvedených umělců vznikala pod vlivem -ismů od konce 19.&nbsp;století do devadesátých let 20.&nbsp;století nebo se v&nbsp;nich odrážel jejich osobitý způsob výtvarného projevu v&nbsp;zachycení mnohdy nevšedních pohledů na město či jeho části.Součástí výstavy bude fotografická dokumentace konfrontující „původní“ a&nbsp;současný stav několika vybraných lokalit, modely, dobová móda a&nbsp;další předměty včetně interaktivních prvků (dynamická veduta, videomaping aj.) evokující návštěvníkům dobovou atmosféru a&nbsp;kontext vzniku prezentovaných vedut.""",,,,,,,,,,,,,,98,,,,,,,výstava,,Brno nostalgické. Obraz města v&nbsp;proměnách staletí,,,,,
https://www.gotobrno.cz/akce/brno-space-days-dny-jihomoravske-kosmonautiky-2/,102,,,,,,"""Brno Space Days – Dny jihomoravské kosmonautiky jsou kombinací akcí pro veřejnost, nadšence, odborníky i&nbsp;businessmany. Nosným tématem bude projekt BRNOsat, doplněný o biotechnologickou konferenci Masarykovy univerzity či workshop pro stavitele cubesatů. Významná je i&nbsp;společenská část této akce. &nbsp;""",,,,,,,,,,,,,,103,,,,,,,,,Brno Space Days / Dny jihomoravské kosmonautiky,,,,,
https://www.gotobrno.cz/akce/brno-vanocni-aneb-patrani-po-jeziskovi-2/,106,,,,,,"""100.&nbsp;výročí prvního veřejného vánočního stromu v&nbsp;ČSR 1924-2024Seznamte se s&nbsp;historií Brna a&nbsp;jeho památkami (domy, paláci, kostely, chrámy) skrz vánoční příběh, přes příběh božího narození.Zapátrejte po sv. Barboře, sv. Mikuláši, betlémské hvězdě nebo adresách brněnských Čertů. Poznejte původ a&nbsp;význam vánočních zvyků, tradic a&nbsp;symbolů.Jak dlouhé jsou vlastně Vánoce? Co to jsou roráty? Jak má vypadat správný adventní věnec?Posviťte si na brněnské Vánoce Leoše Janáčka, Adolfa Loose, Napoleona Bonaparta, Wolfganga Amadea Mozarta nebo Rudolfa Těsnohlídka.Mimo to ale nezapomeňte počítat, kolikrát se přitom můžete v&nbsp;Brně potkat s&nbsp;Ježíškem……příběhy v&nbsp;souvislostech.čtvrtek 26.&nbsp;prosince 2024, 11:00 hod.sraz na Janáčkově nám. (při Kounicově ul.) u&nbsp;pomníku Lišky Bystrouškyvstupné: 150&nbsp;Kč(prohlídka se uskuteční za každého počasí; nutná závazná rezervace na tomas.kryl@email.cz)Potvrzení přihlášky po termínu uzávěrky 22.&nbsp;12.&nbsp;2024.""",,,,,,,,,,,,,,107,,,,,,,,,Brno vánoční aneb Pátrání po Ježíškovi,,,,,
https://www.gotobrno.cz/akce/ceska-mse-vanocni-ceskeho-filharmonickeho-sboru-brno/,111,,,,,,"""V neděli 22.&nbsp;prosince v 16.00 a&nbsp;v&nbsp;19:00 se v brněnském Besedním domě uskuteční tradiční Vánoční koncerty Českého filharmonického sboru Brno. Pravou vánoční atmosféru navodí pořadatelé Vánočním oratoriem francouzského romantického skladatele Camille Saint-Saënse a&nbsp;Českou mší vánoční Jakuba Jana Ryby. Sbor vystoupí za doprovodu komorního orchestru Czech Virtuosi. Sóla zazpívají sopranistky Marta Chila Reichelová a&nbsp;Pavlína Švestková, altistka Marie Vrbová, tenorista Jan Kožnar a&nbsp;barytonista Jiří Brückler.Koncert bude dirigovat druhý sbormistr Českého filharmonického sboru Brno Joel Hána.""",,,,,,,,,,,,,,112,,,,,,,koncert,,Česká mše vánoční Českého filharmonického sboru Brno,,,,,
https://www.gotobrno.cz/akce/chorvatske-vytvarne-umeni-20-a-21-stoleti-ve-sbirkach-varazdinskeho-mestskeho-muzea/,116,,,,,,Smyslem výstavy je představit průřez chorvatským výtvarným uměním 20.&nbsp;a&nbsp;21.&nbsp;století a&nbsp;seznámit českou uměleckou veřejnost s&nbsp;hodnotami a&nbsp;úspěchy chorvatské výtvarné scény. Představena budou malířská a&nbsp;sochařská díla nejvýznamnějších chorvatských umělců ze sbírek Varaždinského městského muzea.,,,,,,,,,,,,,,117,,,,,,,výstava,,Chorvatské výtvarné umění 20.&nbsp;a&nbsp;21.&nbsp;století ve sbírkách Varaždinského městského muzea,,,,,
https://www.gotobrno.cz/akce/cimbalove-ctvrtky-v-klasterni-vinarne-5/,120,,,,,,"""Nejlepší místo, kam se chovat před vánočním shonem, je zastavit se ve čtvrtek na folklór a&nbsp;pár deci dobrého vína.""",,,,,,,,,,,,,,121,,,,,,,koncert,,Cimbálové čtvrtky v&nbsp;klášterní vinárně,,,,,
https://www.gotobrno.cz/akce/cine-club-poezie-skutecnosti/,125,,,,,,Ciné-Club Pomezí ve spolupráci s&nbsp;Alliance française de Brno vás zve na seríi známých i&nbsp;méně známých francouzských filmů. Přijďte si užít a&nbsp;diskutovat o&nbsp;turbulentních uměleckých filmech. Každou první středu v&nbsp;měsici od 19h.Vybrané filmy jarního cyklu:https://www.csfd.cz/film/1361965-little-girl-blue/prehled/https://www.csfd.cz/film/131060-atalanta/prehled/https://www.csfd.cz/film/71397-hirosima-ma-laska/prehled/https://www.csfd.cz/film/15203-pohrdani/prehled/,Ciné-Club Pomezí in cooperation with Alliance française de Brno invites you to a&nbsp;series of well-known and lesser-known French films. Come enjoy and discuss turbulent art films. Every first Wednesday of the month from 7 p.m.,,,,,,,,,,,,,126,,,,,,,,,Ciné-Club POEZIE SKUTEČNOSTI,Film Club &#8211; Poetic reality,,,,
https://www.gotobrno.cz/akce/cine-club-probuzeni-syn-od-mehdi-barsaoui/,130,,,,,,"""Ciné-Club Pomezí ve spolupráci s&nbsp;Alliance française de Brno vás zve na sérii známých i&nbsp;méně známých francouzských filmů. Přijďte si užít a&nbsp;diskutovat o&nbsp;turbulentních uměleckých filmech.Syn (2019) &#8211; Mehdi BarsaouiDěj koprodukčního filmu Syn se odehrává krátce po tuniské revoluci v&nbsp;roce 2011. Potom, co zdánlivě bezstarostnou rodinu zasáhne nešťastná událost, nic už není jako dřív. Mohou některá tajemství zůstat navždy tajemstvími?Sami Bouajila oceněný za nejlepší mužský herecký výkon na festivalu v&nbsp;Benátkách.""","""The plot of the co-production film &#8220;Son&#8221; takes place shortly after the Tunisian revolution in 2011. After an unfortunate event strikes the seemingly carefree family, nothing is as it was before. Can some secrets remain secrets forever?Sami Bouajila won the Venice Film Festival&#8217;s&nbsp;Best Actor prize.Join us at Kounicova 7 for our movie club on Wednesday, December 18th at 7:00 p.m.Admission: CZK 100/80.We&#8217;re showing in French with subtitles in English.""",,,,,,,,,,,,,131,,,,,,,,,Ciné-Club PROBUZENÍ &#8211; Syn od Mehdi Barsaoui,Film-Club AWAKENING &#8211; A&nbsp;son by Mehdi Barsaoui,,,,
https://www.gotobrno.cz/akce/cine-club-probuzeni/,135,,,,,,Ciné-Club Pomezí ve spolupráci s&nbsp;Alliance française de Brno vás zve na seríi známých i&nbsp;méně známých francouzských filmů. Přijďte si užít a&nbsp;diskutovat o&nbsp;turbulentních uměleckých filmech. Každou třetí středu v&nbsp;měsici od 19h.,Ciné-Club Pomezí in cooperation with Alliance française de Brno invites you to a&nbsp;series of well-known and lesser-known French films. Come enjoy and discuss turbulent art films. Every third Wednesday of the month from 7 p.m.,,,,,,,,,,,,,136,,,,,,,,,Ciné-Club PROBUZENÍ,Film Club &#8211; AWAKENING,,,,
https://www.gotobrno.cz/akce/coco-chanel/,140,,,,,,"""Příběh vizionářské kreativity, která změnila způsob ženského oblékání. Coco Chanel jako nebojácnost, dravost a&nbsp;risk, stejně jako vkus, filozofie a&nbsp;značka. Současný balet Mária Radačovského o&nbsp;ženě, která zásadně ovlivnila svět módy.Druhá, jarní premiéra sezony 2023/2024, završuje desetileté působení uměleckého šéfa Mária Radačovského v čele souboru Baletu NdB. Jako choreograf se v minulosti s oblibou věnoval celovečerním titulům inspirovaným životem a&nbsp;tvorbou velkých osobností lidských kulturních dějin. Můžeme připomenout tituly baletů Warhol, Beethoven, Michelangelo.Nyní jeho tvůrčí pozornost uchvátila výjimečná žena, která změnou šatníku moderní ženy převrátila svět módy vzhůru nohama. Její cesta na vrchol, jak to u&nbsp;výjimečných lidí bývá, byla bolavá, trnitá, ale pro choreografa Mária Radačovského nejdůležitější slovíčko charakteristiky je, že byla opravdová, skutečná. V dnešním světě se často vzdáváme bez boje, protože je to snazší, komfortnější. Mnohá naše rozhodnutí jsou odsouvána, protože vzbuzují nutnost sebezapření. Jenže cesta za úspěchem nezná zkratky. A&nbsp;příběh Coco Chanel může sloužit za příklad a&nbsp;je důkazem, jak důležitý je faktor výdrže odhodlání a&nbsp;jasného směřování jít si za svým cílem a&nbsp;být schopen pro úspěch obětovat a&nbsp;podřídit mu téměř všechno.Stejně jako u&nbsp;Beethovena i&nbsp;u&nbsp;Coco Chanel je choreograf fascinován dosahem jejího vlivu a&nbsp;významu, její schopností proměnit svůj obor takovým způsobem, že vnímáme s nadsázkou svět módy před a&nbsp;po Chanel. Tak jako na většině svých inscenací bude Mário Radačovský spolupracovat se svým osvědčeným slovenským výtvarnickým týmem. Autorem scény bude Marek Hollý a&nbsp;lákavou výzvu kostýmní výpravy v duchu Coco Chanel přijala Ľudmila Várossová.Premiéra: 3.&nbsp;května 2024 v&nbsp;Mahenově divadle""",,,,,,,,,,,,,,141,,,,,,,divadlo,,Coco Chanel,,,,,
https://www.gotobrno.cz/akce/cosi-fan-tutte/,144,,,,,,"""Netestujte vztahy, riskujete, že vaše přítelkyně věnuje svůj cit jinému aneb Mozart plný erotiky na jevišti Mahenova divadla. Čekají vás zapletené vztahy mezi muži a&nbsp;ženami pohledem mladé režisérky Anny Petrželkové. Takové jsou všechny aneb Škola milenců, tak zní titul třetí opery, která vznikla z&nbsp;uměleckého partnerství libretisty Lorenza da Ponteho a&nbsp;skladatele Wolfganga Amadea Mozarta, příběh o&nbsp;na první pohled ne­škodné sázce o&nbsp;ženskou věrnost. V&nbsp;lidských vztazích ale nikdy nic není černobílé a&nbsp;v&nbsp;této opeře to platí obzvlášť. Mozart tak vlastně navázal na předešlá díla Don Giovanni a Figarova svatba, která lze těžko zařadit do přesné škatulky – vždy z&nbsp;nich na nás mezi dramatem vykukuje uličnický úsměv, a&nbsp;naopak za smíchem se ledaskdy skrývají slzy a&nbsp;hněv.Tak tomu je i&nbsp;zde – dva mladíci Ferrando a&nbsp;Guglielmo ponoukáni skeptickým donem Alfonsem se převléknou za cizince, aby vyzkoušeli věrnost svých snoubenek. Jenže než celá hra skončí, uváznou ve vlastní síti falešné hry s&nbsp;city. Příběh stále aktuální.Premiéra: 18.&nbsp;května 2018 v&nbsp;Mahenově divadle&nbsp;""",,,,,,,,,,,,,,145,,,,,,,"divadlo,koncert",,Così fan tutte,,,,,
https://www.gotobrno.cz/akce/cyanide-pills-uk-nasty-rumours-ch-lidske-zdroje-at-cz/,148,,,,,,"""CYANIDE PILLS (Leeds, UK)&#8217;77 punk z Leedsu v Anglii. Představ si to nejlepší z The Boys, Buzzcocks, The Briefs a Ramones. Bílý kožený bundy, cukrově barevný sluneční brýle a všechny tvoje oblíbený punk rockový hity na jednom místě. Drzý a velice britský 1977 punk přístup s glam a pub-rockovými kořeny se songwritingem dotaženým k dokonalosti.https://www.facebook.com/cyanidepillsukhttps://open.spotify.com/artist/1DGDChm1bscT3Dki5GNhaD&nbsp;NASTY RUMOURS (Bern, CH)Švýcaři inspirovaní legendami punk rocku z konce 70.&nbsp;let, jako jsou The Undertones, Buzzcocks a The Boys. Silný powerpop refrény, který ti zůstanou v hlavě ještě několik týdnů po tom, co je slyšíš poprvý. Nasty Rumours vznikli v roce 2014 a mají za sebou koncerty po celé Evropě, Austrálii i Jižní Africe.https://www.facebook.com/nastyrumourshttps://open.spotify.com/artist/4yCXKm8SmO0OxIzULbivpm&nbsp;LIDSKÉ ZDROJE (Vídeň, AT / Brno, CZ)Sedmdesátkami načichlý garagepunk hraný brněnskými ručičkami, ovšem s vídeňskou precizností. Ač je kapela doma ve Vídni, její členové mají kořeny v moravské metropoli. Lidské Zdroje už svým názvem vyjadřují absolutní cynismus kapitalistickýho newspeaku.https://www.facebook.com/lidskezdrojebandhttps://lidskezdroje.bandcamp.com""",,,,,,,,,,,,,,149,,,,,,,koncert,,Cyanide Pills (UK) + Nasty Rumours (CH) + Lidské Zdroje (AT/CZ),,,,,
https://www.gotobrno.cz/akce/cyrano-z-bergeracu-2/,152,,,,,,"""Titul světoznámého veršovaného dramatu z pera Edmunda Rostanda v tanečním zpracování? Jistě! Hlavní postava divadelní hry, totiž věhlasný šermíř a básník Cyrano, přímo vybízí k uchopení v baletním zpracování.Známý příběh je nejen o&nbsp;hluboké lásce, ale především o&nbsp;protikladu vnitřní a&nbsp;vnější krásy. Nosatý, nehezký a&nbsp;hrdý Cyrano, obhájce cti a&nbsp;lásky s&nbsp;bohatou duší, a&nbsp;krásný, leč prázdný mladík Kristián milují tutéž ženu, krásnou Roxanu. Ta si zvolí tělesnou krásu v&nbsp;Kristiánovi, aby v&nbsp;konci příběhu poznala, že celý život milovala krásu duše Cyrana.Balet NdB již dlouho plánoval oslovit Jiřího Bubeníčka, jednoho z&nbsp;nejvýraznějších světových baletních interpretů, který svou kariéru spojil s&nbsp;Hamburským baletem Johna Neumeiera a&nbsp;drážďanským Baletem Semperovy opery. V&nbsp;současnosti, po ukončení aktivní taneční kariéry, je Jiří Bubeníček již etablovaným choreografem s&nbsp;vlastní tvorbou uvedenou baletními soubory například ve Stockholmu, Římě, Dortmundu, Hannoveru, Florencii, Zagrebu nebo Tokiu. Jeho balet Doctor Zhivago měli brněnští diváci možnost zhlédnout na festivalu Dance Brno 100 v&nbsp;intepretaci Národního baletu ze slovinské Ljubljani.Jiří Bubeníček je choreograf s&nbsp;pověstí skvělého tanečního vypravěče, můžeme se tedy těšit na současný dějový balet, který na našem jevišti oživí novoromantického hrdinu Cyrana z&nbsp;Bergeracu v&nbsp;jeho atraktivní choreografii a&nbsp;režii, ve scénografii svého bratra Otty Bubeníčka a&nbsp;kostýmech Nadiny Cojocaru.Zajímavá je i&nbsp;hudební dramaturgie, která klade důraz na barokní hudbu, zejména díla J. S. Bacha a&nbsp;Jeana-Baptiste Lullyho. Tento skladatel byl současníkem skutečného Cyrana de Bergerac, což dodává inscenaci autentickou atmosféru. Orchestr Janáčkovy opery se sólovým zpěvem Romany Kružíkové, sólovým klavírem a&nbsp;cembalem Darii Savvateevy a&nbsp;kytarovými sóly Adama Trunečky v&nbsp;nastudování a&nbsp;pod vedením dirigenta Jakuba Kleckera slibuje nevšední hudební zážitek. Do inscenace choreograf a&nbsp;režisér zakomponoval i&nbsp;herecké postavy, které ztvárňují Vojtěch Blahuta a&nbsp;Jakub Svojanovský z&nbsp;Činohry NdB.Premiéra: 27.&nbsp;září 2024 v&nbsp;Janáčkově divadle&nbsp;""",,,,,,,,,,,,,,153,,,,,,,"divadlo,koncert",,Cyrano de Bergerac,,,,,
https://www.gotobrno.cz/akce/dalek/,156,,,,,,"""dälekVeteráni hlukem poháněného rapu dälek se nikdy příliš nedrželi přísných parametrů žánru. Bez jakéhokoli zveličování jsou dälek průkopníky nadčasového hip-hopu, čerpajícího jak z Public Enemy, tak z My Bloody Valentine. Masivní zvuk dälek definují temné a tvrdé industriální beaty připomínající Einstürzende Neubaten a hluková stěna sonické mlhy a disonance. Na jejich koncertech se potkávají nejen fanoušci hip-hopu a experimentální elektroniky ale i punku a metalu. Syrová energie, kterou dälek prostřednictvím svých vystoupeních předávají, si svou intenzitou nemilosrdně razí cestu vpřed bez ohledu na konzervativní očekávání žánrové formy.Dälek hrají hip-hop pro lidi, kteří nenávidí hip-hop, tvrdí se. Současně jde o hip-hop v tom nejčistším slova smyslu a ve své dost možná nejtvrdší podobě. Jejich desky vychází na labelu Ipecac Recordings Mikea Pattona, kde letos vyšla re-edice debutového alba Negro, Necro, Nekros. Dälek se do Brna vrací po více než sedmi letech!https://dalek.bandcamp.comhttps://open.spotify.com/artist/1zDrsLJJfYel0jJruLe4Yphttps://www.facebook.com/dalekmusichttps://www.instagram.com/daleknwk""",,,,,,,,,,,,,,157,,,,,,,koncert,,dälek,,,,,
https://www.gotobrno.cz/akce/dalibor/,160,,,,,,"""Dnes ortel bude provolán a&nbsp;právu viník v&nbsp;oběť&#8217; dán… Mezi lidmi v&nbsp;soudní síni, kde probíhá proces s&nbsp;Daliborem, to vře. Je vinen vraždou nebo jen hájil své právo? Sestra oběti Milada nesmiřitelně volá po přísném trestu za smrt bratra, ale setkání s&nbsp;Daliborem tváří v&nbsp;tvář otřese jejím přesvědčením. Jak rozhodne král, ve chvíli, kdy všichni přítomní zřejmě hrají vlastní politickou hru…Smetanův Dalibor je mnohem více než jen romantickou tragédií s&nbsp;nádhernou hudbou vycházející ze středověké pověsti o&nbsp;rytíři Daliborovi z&nbsp;Kozojed, co se naučil ve vězení hrát na housle, která poprvé zazněla u&nbsp;příležitosti položení základního kamene Národního divadla. Drama o&nbsp;touze po pomstě, milostné vášni i&nbsp;politických intrikách je mimořádným dílem, k&nbsp;němuž není snadné nalézt klíč. Britský režisér David Pountney patří k&nbsp;velkým ctitelům a&nbsp;propagátorům české opery. Že dokáže přinést pohled odhalující nejhlubší vrstvy lidských dramat, se brněnské publikum mohlo přesvědčit při jeho inscenaci Janáčkovy Její pastorkyně v&nbsp;roce 2004. Společně s&nbsp;ním se při této příležitosti do Brna vrací vynikající dirigent Tomáš Hanus, aby společně nastudovali Smetanova Dalibora, který na brněnském jevišti nezazněl téměř třicet let, jako součást projektu Smetana200.Premiéra: 2.&nbsp;únor 2024 v Janáčkově divadle&nbsp; """,,,,,,,,,,,,,,161,,,,,,,"divadlo,koncert",,Dalibor,,,,,
